age,gender,income,credit_score,loan_amount,loan_approval
18-25,Male,46849.41884435147,543.7318566789706,9858.477590113203,0
36-45,Female,51980.313335856015,663.2492100077378,14657.22412257913,0
36-45,Male,34185.31733289786,759.9308659320087,15361.390489071537,1
46-60,Male,25530.066828703413,627.5181442179156,10078.463518842475,1
36-45,Male,101343.76752007044,556.2813496023211,14049.696558004232,1
46-60,Male,23825.97251712645,639.8409749436015,9894.792268456295,1
26-35,Female,67753.793246603,583.4423113537175,9859.740215852158,1
46-60,Female,93273.35355123138,697.5607202105176,31613.253341919593,1
18-25,Male,28980.742902396174,638.1609001981717,15372.429834436181,0
46-60,Female,37716.98485745916,786.7810601331659,17635.214709020434,0
36-45,Female,109819.08337614243,743.039167654187,4163.686691926994,1
46-60,Male,78154.7301143654,637.7535596414878,18746.580950501473,1
26-35,Male,43974.145879882024,707.2487254378473,20421.402482764854,1
36-45,Female,109220.5489383079,618.5410872669723,9714.055165411937,0
36-45,Female,109454.89895768357,652.7165508132134,70828.9957978572,0
36-45,Female,68495.70670918952,621.085264291975,2140.1221560492004,1
18-25,Female,38174.37988943316,711.3164767879767,25021.574422914746,0
18-25,Male,48692.27383165591,764.6390621367663,23629.325935105106,0
26-35,Female,69091.94079954838,713.8918565752915,20604.53230944521,1
26-35,Female,54486.19170978449,723.7549281028284,15382.259817924232,1
46-60,Female,95748.34182299468,723.8426749788583,20755.020705465893,1
26-35,Male,27864.61713590561,694.1004737867768,26756.705228060004,0
60+,Male,28363.779358521653,558.8571072631786,7474.779749944377,1
26-35,Male,65541.28679146248,786.07772155332,16972.615949188526,1
26-35,Female,46827.58789185814,794.352866135874,11537.369022085206,0
36-45,Male,43760.01118309988,631.2896317349305,5569.080730089593,0
36-45,Male,24734.928682938626,620.3441667827054,23711.9869962199,0
26-35,Male,60462.15568323788,698.99293223323,8505.86887625046,0
36-45,Male,58315.45584281613,694.0650268146804,4030.771436926042,1
36-45,Female,83011.92000422301,633.8443144997585,8679.432900173872,1
26-35,Female,61972.93686533987,549.9979475529917,7050.69083316557,1
60+,Female,56033.10528660039,674.4560952599821,30417.79893524423,1
60+,Male,107850.39544114773,694.1149230540436,15101.577876050445,1
36-45,Female,31062.80334035988,708.0656918431038,40372.58306443432,0
26-35,Male,78291.52271787188,677.9434217883367,7838.125693166564,1
36-45,Male,25962.966015946058,628.3107881310473,26885.32553290175,0
18-25,Male,39372.349516657836,729.5201631605023,129533.95568925217,0
18-25,Male,32652.327994810814,655.2678798052734,17762.166091165072,0
26-35,Male,88518.89116656223,612.8061588508224,26617.36469480125,1
26-35,Female,57947.62609409833,635.5477294363424,23267.53060423893,1
46-60,Female,59471.255722478105,510.3224774020015,4282.703457247876,1
36-45,Female,34428.27681483037,635.4206540657169,21346.729842890843,1
36-45,Male,51542.04967456914,705.0749215899734,17071.48926424235,0
26-35,Male,40874.7318668427,677.1826417711384,10853.0572479389,1
26-35,Male,72527.96621983642,771.6531338384949,6586.457332568672,1
26-35,Female,36477.628444653776,628.9620068787436,23276.19846331255,0
60+,Female,116412.73116898513,688.9850530442653,6136.9122778727615,1
18-25,Female,25905.479141732554,713.4192141044617,73638.00058320962,0
46-60,Male,40004.21424900892,837.4285606629926,14637.4013272549,1
36-45,Female,138496.48912123207,661.5812392894112,5020.849200225507,0
26-35,Male,48167.05817426832,566.4650256908782,8855.579376104344,1
36-45,Female,31025.37409317306,717.8343002684226,10694.581917645215,0
26-35,Female,66805.17197271466,799.2581884774766,92032.89285263298,0
46-60,Female,47207.30275034056,624.1961031818703,6583.546379314518,0
46-60,Female,39421.43063626441,717.2865230885133,12173.615068406005,0
26-35,Male,34615.768513055984,748.2982444183136,8688.341114381254,0
26-35,Female,238992.34540652003,731.3652435176123,19918.551018650727,1
36-45,Female,52797.76028278147,660.0446817978863,8799.879164242693,0
46-60,Male,22861.654723487383,594.1220993429483,5370.92092433078,0
26-35,Male,126355.53004184488,643.4976361589131,11427.343740943581,1
36-45,Male,81270.26240565257,686.6880363102105,10514.230721272355,1
36-45,Male,40813.44271724836,722.6578019273384,8318.227729976934,0
36-45,Male,37550.44303496113,676.7156038399231,8681.518310154584,1
26-35,Female,83845.94434299284,619.6073626767538,34466.96604255371,1
36-45,Male,52920.22321842687,694.4303724919815,10344.474884641673,1
46-60,Male,22856.96332908901,718.8068054194256,5392.14136620932,1
26-35,Female,146330.05241773656,680.3688045131585,9230.857520337326,1
26-35,Female,48194.720887849406,583.105030836934,13953.261058608687,1
60+,Female,126473.22039304944,635.4875172226248,4587.012826011852,0
26-35,Male,113461.3442936505,725.8256621129973,49059.16844949821,1
46-60,Female,36297.17624229016,539.3585753004421,26743.950628083134,0
26-35,Female,100367.6207948603,482.5457582087073,41945.99325319551,1
26-35,Male,43229.51355311912,770.6466280115217,18282.553078654495,0
46-60,Male,23544.551328880196,690.9132204017503,2502.4913131032026,1
26-35,Female,48421.582706045294,698.5384002016085,45627.54970692834,0
36-45,Female,73044.1075651276,563.8546421098355,6695.194520070906,0
26-35,Female,,709.0022450773231,7145.589589957965,0
36-45,Female,51352.855867593935,672.0198950054692,15139.463874430598,0
26-35,Female,106062.4152017631,523.2537937721282,40238.675021729134,0
26-35,Female,63148.665172546345,763.9426731419086,31027.51613921407,1
60+,Male,39275.28989902351,662.6946658894983,27584.930222018003,1
26-35,Male,85051.74898700422,618.3132827136585,10410.168602676224,1
36-45,Male,,619.7608203211826,10279.572773282163,1
26-35,Female,16969.91924065295,488.7822475654099,17619.38392560083,0
36-45,Female,74174.55582115802,697.4669279705091,12039.441454604856,0
26-35,Female,72832.26626059375,670.948576579658,27213.115562438557,1
60+,Male,60479.549663787344,634.4735894133524,25954.340318839568,1
26-35,Female,93512.49012079083,752.2788165961338,21441.274469071406,1
26-35,Male,42779.025705165775,539.2912784803324,1770.8784016504594,1
18-25,Male,70845.01582763367,,14800.121822107532,1
26-35,Female,27351.32668676171,581.9993396191692,12245.537886021108,1
36-45,Female,73390.16337808679,627.6964016182758,15281.84010832859,1
26-35,Female,158979.3896201711,655.3976020205779,7306.650860676162,0
46-60,Male,36409.01995053795,684.4010819049084,4629.347792840628,1
26-35,Male,40949.66604284627,622.2421237515906,19351.22074335793,1
26-35,Male,41981.83394389738,579.8115411876086,10046.292558892663,0
36-45,Male,63895.17397724842,784.8805559816356,21157.59866657719,1
36-45,Female,,842.9312153430856,7810.845517459039,1
26-35,Female,73911.4984344936,661.462933750562,41470.12271628611,1
26-35,Female,91438.32431022711,589.4575706383306,29757.95809091464,1
18-25,Male,78211.62765551053,768.0363304833835,16940.486500589148,0
36-45,Female,24730.4927913477,534.2594314937228,11264.024678250493,0
36-45,Male,98477.54509367942,623.2181340236137,26421.334882088016,1
26-35,Female,95672.26343112864,594.3106358922959,18288.692509359968,1
46-60,Male,90678.96458101837,557.237155963961,16169.262628807766,1
46-60,Male,72144.12435234262,627.5980613662584,30769.90336178505,1
36-45,Female,66842.51820387952,580.8662336660828,41824.13831643611,1
46-60,Female,100327.45838670472,651.0123571318924,4905.297646451918,0
26-35,Male,156648.03365090204,652.1741734137971,5765.762652810263,1
26-35,Male,37178.271432010195,600.2934621182417,7156.608106853213,0
26-35,Female,102648.18059109806,620.3589314724904,4016.074941321809,1
18-25,Male,57347.89692452448,631.5320825677031,12705.63887161952,0
36-45,Male,56115.282738123096,714.7876848895542,21592.324087507914,1
46-60,Male,27770.640786483833,638.1256479148651,13132.762799844984,0
18-25,Male,51927.5779584009,715.9761392628877,8714.143608184766,0
26-35,Female,36365.198859897086,696.8650386843724,32897.969111135586,0
26-35,Female,47480.42430802801,695.7224557520593,14949.679232452414,0
46-60,Female,34575.71403568115,761.0276776276778,17577.70073302762,0
26-35,Female,47836.57562623984,560.4487296203272,33637.19890820488,0
36-45,Male,48871.262388226074,612.1453514954309,12105.39438184,1
18-25,Male,62841.90828181825,791.0639040239655,69436.73006167047,0
26-35,Male,26705.50676103696,629.4146799528586,9337.072048479024,0
60+,Male,29063.5742802231,424.79010480753203,66062.63351229725,0
60+,Male,,633.7625325481691,6125.476660271343,1
18-25,Female,40186.28074923581,660.79516241306,20211.113842326828,0
60+,Female,102463.80519138424,440.63095060550313,7990.225530478486,1
36-45,Male,67012.5276675725,756.7148511910359,32717.09141513153,1
46-60,Female,81095.36405098389,592.9030028907518,9112.60513513067,0
26-35,Female,121218.03682225812,676.2850492150012,16859.961575419653,1
36-45,Female,51284.53860914707,631.921476372475,7939.188961893884,0
26-35,Female,44925.31158471209,,28276.32437402236,1
36-45,Female,92582.11808929458,564.3593492291664,7906.171938648672,1
26-35,Female,77246.49194123076,575.1933730857962,51366.006257591085,0
18-25,Female,54520.6520237834,736.853752734691,6022.16624194839,0
26-35,Female,120057.84934511961,638.1969449519878,4552.799809003524,1
36-45,Male,53845.70092199877,608.2507586758603,28602.278528501305,0
26-35,Male,60863.37145297738,575.2312869927815,8322.226346883781,0
36-45,Female,60512.86859299752,745.6920177220901,13282.599498454789,0
60+,Male,37522.763428397484,767.136101801887,10323.798850102896,1
18-25,Male,62242.46076249489,744.7795118965345,4674.667827596375,1
36-45,Female,120376.55761428525,,12561.66592653164,1
26-35,Male,74793.34262694724,673.186403349657,36751.44104488205,0
46-60,Female,60811.34909000246,552.7249745619279,29807.329619748805,0
26-35,Female,55221.980994114165,630.3344698631154,16081.650976023166,0
36-45,Female,70645.77003492755,595.291183732285,32526.637058513137,0
46-60,Male,87106.19750776626,503.95903128122325,5723.782443871556,1
46-60,Male,81195.84991682037,734.5634735332293,10297.295190587685,1
36-45,Female,50719.59322611037,594.333604288618,18336.40950373876,1
26-35,Female,70431.14163135027,745.6753525948245,12036.128795474277,0
36-45,Female,76112.65851641956,720.539712060801,10965.851736896386,1
46-60,Male,36185.09259522784,694.5374381306735,5112.710709853984,1
36-45,Male,65128.3534726306,699.0307257410547,2527.350725686518,1
18-25,Female,20319.738994454343,600.7748894341034,25701.204563491585,0
46-60,Male,76211.4394871598,798.6280121032532,16229.36051965018,1
36-45,Female,83297.30938068456,653.4500344762439,27490.58063365934,1
36-45,Male,87009.5414004868,674.1545348094963,9416.429354277932,0
26-35,Male,49142.35523049997,598.0738933146689,7553.585968037046,1
36-45,Male,69879.20709458846,575.5067791378432,13429.893685747687,1
26-35,Male,122024.47553953614,688.1836807047539,26459.213652800474,1
36-45,Female,121404.6942084784,,11101.530137330083,1
26-35,Female,59007.1351538424,586.8518107277938,25372.676546016668,0
36-45,Male,64193.66542162312,534.9258624979677,5972.6954014508365,1
60+,Female,104344.74713880214,548.4061530137963,11741.000291574755,1
18-25,Male,28271.20267891151,745.6906973672885,12630.991107319365,1
60+,Female,50942.97397053192,600.9396948279942,35636.01116465368,0
26-35,Male,116749.42235012622,622.8873163459333,15773.741694264818,1
46-60,Female,97499.27985366296,766.0272207007249,54006.6256172402,0
36-45,Female,72015.15693466864,560.2279550810869,4545.314313209122,0
36-45,Female,28200.184440122404,591.8404139426355,14822.997272793022,0
36-45,Female,58398.46495649978,588.4986537151445,15421.507906504423,0
46-60,Female,44580.0755602741,779.4454784932832,21940.171664503134,1
26-35,Female,70651.84139585396,809.4706800465931,6969.592595098747,1
26-35,Female,39947.711186572924,710.1250580321737,51408.41076045613,1
36-45,Female,35851.414542890976,712.6707779323392,13499.003584910748,1
46-60,Female,,603.5715997717815,5599.015119017873,0
36-45,Male,,805.7862789523426,13189.548407953509,0
36-45,Female,49026.42631556056,671.415700348693,10399.060886694238,1
26-35,Male,64768.385930616394,718.2488211559792,123820.4874462044,0
46-60,Female,59807.17653967664,641.5580048983237,30944.633781910485,0
26-35,Male,35111.4663772048,628.5573930137912,13901.181069898645,1
36-45,Female,31903.389730630257,783.0433807676894,12215.570064739364,0
18-25,Male,36219.12006621607,693.1778943790646,28590.94933724254,0
26-35,Male,41706.64637530536,766.1100368856305,29705.566404677396,1
26-35,Male,71919.52923921267,670.4262537396036,1300.8329441526814,1
26-35,Female,40220.86493690306,582.1306770861528,22345.81923677263,0
36-45,Male,143378.7939484948,603.332565369721,13661.995899912907,1
26-35,Male,100065.02643065728,658.2372193971688,4680.14767345265,1
26-35,Female,89695.84938873307,599.8799827165338,27015.64203048206,0
26-35,Female,56396.960757929424,561.4030873097847,80575.54018974239,0
26-35,Male,127661.8650049706,746.113362542962,20856.830123880525,0
26-35,Male,53690.81292766964,606.410394334119,32220.003127741384,0
18-25,Male,58945.542779650445,661.0554198233057,56573.461354596424,0
36-45,Female,65185.170118584974,673.6906871908484,6875.985649261277,1
36-45,Male,85042.93454766822,602.9477499743545,3022.8121236284314,1
36-45,Male,82326.97024662771,766.0639573046991,22595.201747186882,1
26-35,Male,47213.60449067072,560.628659103631,10958.93923671564,1
26-35,Male,45867.089764480894,670.9300210864617,4450.008290101756,1
46-60,Female,82450.34221671533,669.6894165101266,12549.850737857148,1
36-45,Male,85615.21502427271,645.6596317708681,23909.66140284832,1
26-35,Male,49184.0389168673,546.2469909382414,11858.766572394443,0
18-25,Male,27076.08013241444,719.6654041490772,7119.109279682083,0
26-35,Male,53978.54609116143,709.4808536267677,11172.3175652363,1
26-35,Male,81777.94779707318,595.9545177127027,13153.179924933906,0
26-35,Female,147666.02621567965,706.598976576429,2853.821321968562,1
36-45,Female,32893.19310456578,679.9926149040621,11917.700816148776,0
36-45,Female,48373.83626884384,547.5510283711113,4557.491412453348,0
36-45,Female,49281.21333929074,581.6856868342913,22634.27799455466,1
36-45,Female,,741.0625155911664,3832.0912043707644,1
46-60,Male,58837.180163825215,674.7532948113641,30036.054738286253,1
36-45,Female,38037.83952837276,604.85576433515,9630.283509800407,0
60+,Female,79169.59807831937,581.3219287061886,8652.637221716284,0
18-25,Female,48907.2408909062,608.7684961507663,16908.363799060764,0
26-35,Female,32461.38030166077,,6681.998803284544,1
18-25,Male,38315.63614759449,582.3229573896599,16697.20473578,0
36-45,Female,142489.1274539675,510.6588710093358,7437.670546771264,0
46-60,Female,72555.32191996017,741.2010629120629,8557.919496671204,1
26-35,Female,63188.65330646521,727.6506938089154,18477.024779672,0
46-60,Male,52841.55211630103,548.1395638554512,5372.966269936048,1
18-25,Male,69291.28509460404,660.9049036450934,4858.719275420706,0
46-60,Male,68879.7819193521,577.8209437828186,16294.459253801966,0
26-35,Female,69291.97752894287,629.0746221418772,13075.298493567607,0
26-35,Male,63412.897170467855,622.4186736101075,15289.998423974232,0
26-35,Male,92447.77497137793,615.7732627425702,17363.253589039778,1
26-35,Female,60569.828770388885,810.2357667261028,13987.235504826105,0
26-35,Male,36718.301279899235,614.7739452259048,21730.543820115476,1
26-35,Female,44081.195056859084,585.338893994646,14442.767216560009,1
46-60,Male,22258.754107621626,588.9934856402361,2681.5677404709395,0
36-45,Female,164951.79489083443,733.5021565121405,3300.0481038432163,1
26-35,Female,92168.83119859315,517.8318134645652,62464.854164867334,0
36-45,Female,39535.91397794113,588.9901666851583,13360.494951162293,1
36-45,Female,52004.08620291024,765.7458272089227,28572.309296397394,1
26-35,Male,43545.50502782074,669.5188950398117,10131.826383352995,1
26-35,Male,129478.95091156781,665.3537604028891,12753.843096278479,1
26-35,Male,29438.582351573215,820.5717168114961,9295.709946007455,1
26-35,Female,63401.197572900666,669.7078362358799,96061.30545949403,0
36-45,Female,56711.714806431686,593.3451070912334,16359.989001741347,1
26-35,Male,90528.43827003638,627.4338354498921,8709.01239206496,1
36-45,Female,56839.988855189906,559.1654152775545,3564.461356389082,0
36-45,Male,24857.021866063293,750.4749632012557,64795.196673803905,1
26-35,Female,52809.22037055255,695.9649374029373,11723.812300105146,1
36-45,Female,36824.50837839234,739.9531319976711,24230.883971076197,1
26-35,Male,62304.55233403448,747.0387142839496,26497.292375514015,1
60+,Male,122649.81217068712,616.8631375257974,9225.582229773598,1
26-35,Male,25091.5741589316,574.4197718392888,22878.713603935837,1
46-60,Female,40130.36795522543,645.8629510953564,8239.454099092158,1
36-45,Female,45417.53409926063,580.1791143369169,6049.064496363972,0
18-25,Male,49473.10424449568,663.196550032722,33913.61224794571,0
36-45,Male,86687.3140551161,740.5677504667751,11771.639626794773,1
60+,Male,54897.7581340955,636.5488283160666,20227.74117796843,1
36-45,Female,73710.56083770709,661.9996071926191,18559.494966353912,0
46-60,Female,43787.929584996986,642.4923507021307,22255.524925846206,1
46-60,Male,67168.6683308767,714.2182057950158,3845.9289515367045,1
26-35,Female,88335.62995376528,,8364.631626276192,0
26-35,Female,41516.66638058523,474.28429906855206,10305.36460433983,1
36-45,Male,88493.02903284943,687.6695087500304,6869.29707326036,1
26-35,Male,61462.73802281751,729.0267537046395,18829.978472839128,0
46-60,Female,100985.28783781815,685.7099395806829,34527.60617652903,0
46-60,Female,54137.91493513649,598.7815603625589,39188.85696520643,0
26-35,Male,72447.85405062628,559.1990321451145,10184.642096947078,0
26-35,Male,58670.76754009,689.5598025424257,16874.732942170132,1
36-45,Male,57062.01107018838,661.3183162347739,19082.267956673804,0
26-35,Female,,639.9365897873337,21960.592483068736,1
46-60,Male,78307.89715942551,795.7970674395033,6617.625782933765,1
26-35,Male,32055.291304875034,574.2559924654935,57323.40104953233,0
36-45,Female,122616.49104498091,792.0029616901973,28035.20014031928,1
18-25,Female,23627.54519604577,652.5427123896512,28627.396988891844,0
36-45,Male,42514.22246348275,503.15436185033,34988.26664388427,1
26-35,Male,57117.479213169805,635.6637876544687,20482.143849224754,1
36-45,Female,73583.63905394562,726.7596861279553,5873.166831023045,1
26-35,Male,131674.2388573772,620.7955973756024,11954.006997535527,1
36-45,Male,23643.753960472863,532.0177167009284,3565.8483966133326,0
46-60,Female,,636.8388374563064,18621.237469121992,0
26-35,Male,,581.4262100886635,11668.277030544756,0
18-25,Female,60828.33447552532,689.345152087037,12933.577209607876,1
18-25,Female,68585.86838333045,711.8719852854089,35003.41489247588,0
36-45,Male,132640.51739204623,565.4983673801515,9268.758928300043,1
36-45,Male,63596.733023048706,593.535675590748,10919.456456151105,1
36-45,Female,100912.85127883207,710.5313972085551,13596.648897562784,1
26-35,Female,80171.11290622162,581.2924577360833,3065.6233375591178,1
26-35,Female,48164.422327177854,563.4273491337603,10798.354877913589,0
36-45,Female,29599.70359572217,555.7047094562996,1828.706326015417,0
26-35,Male,68699.77129364708,678.1630890366496,8363.085780582978,1
60+,Female,28394.450253014536,674.7326175613971,26480.165041438948,1
26-35,Male,114416.83844885702,595.2763175696766,19107.061286973578,1
36-45,Male,55213.84129779522,650.4068316902587,8301.103623538094,1
26-35,Male,108835.04929211954,772.1705907324105,13802.963225481759,1
26-35,Male,47093.61852031528,572.0751874465423,5653.377008995194,0
36-45,Female,68488.79219008517,493.86059127916405,13334.704511198925,0
36-45,Male,66481.196593464,686.4060460576296,139282.04101738046,0
60+,Male,58540.72477351322,641.167906887873,58491.753431341036,1
26-35,Male,48226.80391531486,593.1979930547919,13934.14670382874,1
26-35,Female,72855.11407552336,702.1664189883926,15185.788948854986,1
36-45,Female,,717.1380115735031,6101.852839936603,0
36-45,Male,32704.970079031944,473.3377584095926,7034.407284648105,0
26-35,Male,111459.151295507,597.7921672534809,17849.79776914167,0
18-25,Male,86127.49646663539,835.4012984957484,8778.720503603896,1
18-25,Female,61879.59775742894,696.6723932638553,27537.93192275954,0
46-60,Female,137663.9970601149,704.088291063772,46898.85520128559,1
26-35,Female,52371.4691752826,743.8315422905183,17432.58836085383,0
26-35,Female,116000.71223128118,651.3655060159781,14492.546542130574,1
26-35,Male,65367.929494006465,713.7347328073296,3482.0493742163826,0
26-35,Female,,707.4449635069763,24296.514825353403,0
18-25,Female,150846.809752071,693.1233197402207,5351.129605237354,0
36-45,Male,98258.34114833758,624.2390423506076,9562.38734445399,1
18-25,Male,56358.56387997672,663.7647137893007,28786.468555996296,0
46-60,Female,86127.63731284767,602.9310748554577,30448.94213389073,0
26-35,Female,48930.112476394985,651.0251443653196,9198.48410366338,0
36-45,Male,90633.07734685241,556.5207286320586,9632.206170498894,0
46-60,Female,18114.368051655623,586.7500806981639,7635.356438689518,1
36-45,Female,35957.72900234825,627.4150366460057,5124.134971640463,0
36-45,Male,97697.36546832317,574.5035654855939,8039.833188964988,1
26-35,Male,52847.84585634762,609.5986183403859,3675.689396242439,1
26-35,Male,,636.8859218595587,23073.731044548415,0
36-45,Female,30534.33810868279,682.1809875731502,18317.62305912552,0
60+,Male,150833.7472804553,725.9405841482328,20919.215717992727,1
36-45,Male,108582.42292451947,612.8972502897514,6225.921606053211,1
36-45,Female,54157.80565598398,756.8083693814899,5135.5568019334805,1
36-45,Female,48905.83881811187,725.0888862900395,13944.095269233268,1
26-35,Male,100187.84778727705,690.3275065555154,14062.712247102723,1
18-25,Male,161334.51559701245,662.2919303437295,11874.922920655925,1
36-45,Male,96459.65605152378,675.5296673494834,10597.923711599726,1
60+,Female,177353.70195324632,744.9640920533105,52502.73918418509,1
26-35,Female,37753.15530675278,747.8863727807419,18785.113676387253,1
36-45,Male,39747.67328865614,756.7957382706915,64637.02791972058,0
26-35,Female,33041.824299063446,653.3061465501603,36870.683174877406,0
36-45,Female,,694.397373199889,52188.4633494698,0
18-25,Female,65368.892530152225,757.4837205297641,5655.760073829147,0
26-35,Female,55493.68104813563,600.1027172066886,21472.681811820832,0
36-45,Male,89736.1802561677,624.5266517025357,9457.729368890785,1
26-35,Male,110875.6190163487,651.2829330410783,3530.838407426129,1
36-45,Female,27921.961127241644,721.9678990383525,44214.25536529856,0
36-45,Female,44423.060137060515,723.2137720574898,10562.296227786956,1
46-60,Female,90225.89932672956,631.5308711041652,5744.043568741793,0
26-35,Male,47388.30077240378,529.3112436496232,9588.77966886134,0
26-35,Female,40170.8529976197,669.6947155436774,7065.794197704991,1
26-35,Female,99634.99266273064,576.5347090137279,7669.767844466461,1
60+,Male,31421.572714937716,530.8051036287823,11189.345253627027,1
46-60,Male,51493.46040205232,548.8902751413027,53351.221606595456,1
36-45,Female,70567.29079260936,676.1104806276448,7839.6245782005,1
46-60,Female,44940.29198986318,758.8829888746245,50383.37463941356,0
36-45,Male,88572.59949705246,653.1115612988995,26345.939325069707,1
36-45,Female,45051.49790878777,666.9104523716771,18343.255731717167,0
18-25,Male,121092.46989483705,744.631595110234,24306.425683717134,1
36-45,Male,56225.56643737623,526.4436072733157,13506.475702327814,1
26-35,Female,83753.65314289622,691.6141137280217,37378.09374640264,0
46-60,Female,86943.34481555388,649.0728172544943,21027.454302604874,0
36-45,Female,43749.260930589,695.2845967065654,3527.2267289966467,1
36-45,Female,21445.21292248046,611.3212873276947,16932.693275819056,0
18-25,Male,71709.45432162551,584.5650167658814,25013.689010006237,1
26-35,Female,62077.82839921003,661.2407123428484,10602.011488028882,1
26-35,Male,79056.10061479584,781.935305866757,14779.623169031045,1
26-35,Male,53462.52733396205,718.8728083633171,8182.1775985468375,1
18-25,Male,48280.65059612454,609.3845783855927,4437.7353773016275,1
46-60,Male,163445.76561102638,542.7222371214976,3864.9286613907984,1
36-45,Male,28676.20515663339,515.4346173041772,3906.298816165172,1
26-35,Male,86420.07170237495,755.2879561480386,22816.42143280708,1
26-35,Male,44922.72502220401,573.5934169491338,1822.1540665962948,1
26-35,Male,50620.43822078952,,7838.604173735081,0
36-45,Female,51095.3402768035,755.6968900862062,7240.730454555149,0
36-45,Male,40065.979549227995,520.8878835616806,10660.19906126403,1
46-60,Male,79667.10984341496,769.3811607580047,3025.5699321808956,1
26-35,Female,120008.9734807927,629.7087636885999,18455.366526000198,0
60+,Female,75735.84419716705,558.1133347809009,4824.541023918988,0
46-60,Female,63050.48275760172,630.2119258280869,33054.87811982,0
26-35,Male,36562.54923056792,592.1922574878818,8124.077399574319,1
46-60,Female,77529.4104408022,685.2655839124573,12375.94045942457,1
26-35,Male,175988.65573022675,598.1494052889777,13400.121931243926,1
46-60,Male,49496.27474769458,497.06862312647655,16242.60232049957,0
26-35,Male,49613.00174529671,632.3549972472808,13761.243829626166,0
46-60,Female,45227.26692583913,541.4763958170769,9493.015161587093,0
46-60,Male,46877.49004176289,666.3455907190656,17578.622719249848,1
46-60,Male,15174.174612255707,555.0295734173341,19397.853690020907,0
36-45,Male,73314.79380307508,610.9589757462331,7243.73521714568,0
26-35,Female,39231.05422701198,664.6070243371469,18790.266120357865,1
18-25,Female,26765.48439137439,633.0033019972584,34661.20198291143,0
26-35,Male,87255.42142986761,670.0344226400836,23499.05195278149,1
26-35,Female,34856.36737308318,704.4229732574205,28166.826333829293,1
36-45,Female,50547.33348754211,557.3653040214955,15329.535619330994,1
26-35,Female,124644.52881307356,644.8481967500234,6317.505078499709,1
60+,Male,29595.92911595727,383.63969619934966,6990.339701348675,0
36-45,Female,27825.297911553695,669.7866641346019,17255.916933517972,0
46-60,Male,68504.38897196381,,28401.890252523568,1
26-35,Female,106376.89520765914,571.3240189217623,124085.92289478457,1
46-60,Male,27250.554299049134,675.257553783722,29303.362676937344,1
46-60,Male,73412.15999724023,743.8158061748054,5237.771465463722,1
26-35,Male,80057.4491236275,611.9185801920845,7231.356670185012,1
36-45,Female,,574.4148407806624,82686.6840361264,0
36-45,Male,89254.81689105232,663.202020995097,11254.112027660503,1
26-35,Female,92809.37523596348,543.1514666682912,13877.32799284951,0
36-45,Male,51231.36460293064,597.1694903571569,6196.044996357161,1
26-35,Female,111990.93182476467,747.7921729320402,46727.2471590723,0
26-35,Female,105686.00786383548,654.974338384983,19935.683902659148,0
26-35,Female,63042.15842107421,499.6426428843067,7189.08312478752,0
18-25,Female,47775.933328572384,506.2406682176479,6032.638576652612,0
18-25,Female,36812.253847215936,662.966855411742,17081.702779410676,0
26-35,Male,58760.09489918603,718.991246073415,13840.646491639518,1
60+,Female,79608.76348873002,520.590283309908,25995.74562421473,1
36-45,Male,50914.93456784736,685.9770085997206,20693.49706610667,1
60+,Female,19955.288948220103,756.4274805991774,10812.04123260033,0
26-35,Female,112911.19991378566,801.0287190366911,8646.922217735451,1
26-35,Male,65848.47912956787,676.4978207887901,11755.14482703855,1
36-45,Male,49522.765487107434,690.5442075641979,8599.465444337775,1
26-35,Male,91911.2939051734,479.34524578974845,12038.240541487532,0
26-35,Female,128324.73190534212,817.9802038396791,13536.604545465754,1
36-45,Female,14750.676354455787,603.9607829523103,6513.650204073179,0
26-35,Female,,575.3223073259967,22126.779359670018,0
36-45,Female,29339.07119532475,629.58350924483,9933.397349888468,1
36-45,Female,76845.73528399275,770.9338731348345,6812.350677088069,1
26-35,Male,63829.04402123951,826.6436838034838,10084.088427656267,1
18-25,Male,82278.34778921293,660.0326943580676,16216.856830093822,0
36-45,Female,46647.57363226305,729.8467338082924,14277.363069603352,1
26-35,Female,23467.691962102068,653.4563238948404,18726.4921337003,0
18-25,Female,47801.672354897506,566.9763621585453,27410.37581460639,0
60+,Male,73381.25625144946,768.1394936630633,37947.244185585914,1
18-25,Male,99478.43483580134,600.2298015714889,16787.48471194883,0
36-45,Male,33325.706654680456,772.8424618697507,5678.702714029232,1
60+,Male,100060.49313635011,753.8833063815267,10772.063598552615,1
26-35,Male,43306.75277986521,699.1229011165766,5982.209692537926,0
26-35,Female,71770.22251412556,796.3179805003483,51921.2412970072,1
26-35,Male,46399.92044043987,828.587682654859,65507.55156337476,1
26-35,Female,65583.88661270292,635.980530962855,22477.025058547923,1
26-35,Male,93520.76884409717,585.2964705266855,26549.523363840708,1
36-45,Female,32418.773447064617,500.8584130194822,16329.92436981839,0
18-25,Male,42618.642403033446,829.5745804344205,17905.169201905355,1
36-45,Male,65675.5043279653,614.825439286524,3722.075140995109,1
60+,Male,198946.6207953256,740.8029485681392,12592.467639516066,1
46-60,Female,38886.60570319532,590.6995705992414,6601.667516532836,0
36-45,Female,166053.77206678514,773.0612512729629,16732.115408842757,0
26-35,Male,163115.1466958398,593.9905926547669,12737.582108204606,1
36-45,Male,57030.66728334001,554.6624693106126,63415.11822947378,1
